Sex,Age,Relatives,Fare,SibSp,Parch,Title,Embarked,Pclass,Survived
1,26.0,0,18.7875,0,0,Mrs,0,3,1
1,25.0,1,7.775,1,0,Mrs,2,3,0
1,32.0,0,8.05,0,0,Mrs,2,3,1
1,29.69911764705882,2,15.2458,1,1,Master,0,3,1
1,38.0,0,7.8958,0,0,Mrs,2,3,0
1,40.5,0,7.75,0,0,Mrs,1,3,0
0,15.0,0,8.0292,0,0,Miss,1,3,1
1,29.69911764705882,0,7.225,0,0,Mrs,0,3,0
0,29.69911764705882,2,22.3583,0,2,Mrs,0,3,1
1,33.0,0,5.0,0,0,Mrs,2,1,0
1,34.0,0,8.05,0,0,Mrs,2,3,0
0,58.0,1,153.4625,0,1,Mrs,2,1,1
1,43.0,0,8.05,0,0,Mrs,2,3,0
1,22.0,0,8.05,0,0,Mrs,2,3,0
1,34.5,0,6.4375,0,0,Mrs,0,3,0
1,29.69911764705882,0,7.8958,0,0,Mrs,2,3,0
1,45.0,1,83.475,1,0,Mrs,2,1,0
1,31.0,1,57.0,1,0,Mrs,2,1,1
0,16.0,0,7.75,0,0,Miss,1,3,1
1,42.0,0,13.0,0,0,Mrs,2,2,1
0,9.0,6,31.275,4,2,Miss,2,3,0
0,18.0,2,79.65,0,2,Miss,2,1,1
1,29.69911764705882,2,15.2458,1,1,Master,0,3,1
1,24.0,0,7.8958,0,0,Mrs,2,3,0
0,19.0,1,91.0792,1,0,Mrs,0,1,1
0,36.0,3,120.0,1,2,Mrs,2,1,1
1,65.0,1,61.9792,0,1,Mrs,0,1,0
0,29.69911764705882,2,22.3583,1,1,Miss,0,3,1
1,15.0,2,7.2292,1,1,Mrs,0,3,0
1,29.0,1,27.7208,1,0,Mrs,0,2,0
0,18.0,0,9.8417,0,0,Miss,2,3,1
1,34.0,0,6.4958,0,0,Mrs,2,3,0
0,29.69911764705882,1,16.1,1,0,Mrs,2,3,1
1,23.0,1,63.3583,0,1,Mrs,0,1,1
0,0.75,3,19.2583,2,1,Miss,0,3,1
0,21.0,4,262.375,2,2,Miss,0,1,1
0,51.0,1,77.9583,1,0,Mrs,2,1,1
1,28.0,0,9.5,0,0,Mrs,2,3,0
0,5.0,3,19.2583,2,1,Miss,0,3,1
1,64.0,0,26.0,0,0,Mrs,2,1,0
0,40.0,0,15.75,0,0,Mrs,2,2,1
0,31.0,1,113.275,1,0,Miss,0,1,1
1,40.0,0,7.8958,0,0,Mrs,2,3,0
0,29.69911764705882,10,69.55,8,2,Miss,2,3,0
0,35.0,0,135.6333,0,0,Miss,2,1,1
0,63.0,1,77.9583,1,0,Miss,2,1,1
1,32.0,0,8.3625,0,0,Mrs,2,3,0
0,29.69911764705882,1,52.0,1,0,Mrs,2,1,1
1,64.0,5,263.0,1,4,Mrs,2,1,0
0,29.69911764705882,0,7.75,0,0,Miss,1,3,1
0,29.69911764705882,1,24.15,1,0,Miss,1,3,1
1,29.69911764705882,0,30.5,0,0,Mrs,2,1,1
0,22.0,0,151.55,0,0,Miss,2,1,1
0,29.0,1,26.0,1,0,Mrs,2,2,1
1,32.5,1,30.0708,1,0,Mrs,0,2,0
1,28.0,1,15.85,1,0,Mrs,2,3,0
1,26.0,3,20.575,1,2,Mrs,2,3,0
1,27.0,0,7.7958,0,0,Mrs,2,3,1
0,35.0,2,20.25,1,1,Mrs,2,3,1
1,29.69911764705882,0,8.05,0,0,Mrs,2,3,0
0,17.0,6,7.925,4,2,Miss,2,3,1
1,22.0,0,7.8958,0,0,Mrs,2,3,0
1,3.0,6,31.3875,4,2,Master,2,3,1
1,20.0,0,4.0125,0,0,Mrs,0,3,0
1,33.0,0,12.275,0,0,Mrs,2,2,0
0,63.0,0,9.5875,0,0,Mrs,2,3,1
1,18.0,2,7.8542,1,1,Mrs,2,3,0
1,32.0,0,7.925,0,0,Mrs,2,3,0
1,46.0,0,26.0,0,0,Mrs,2,2,0
1,9.0,7,46.9,5,2,Master,2,3,0
0,27.0,1,13.8583,1,0,Miss,0,2,1
0,31.0,1,18.0,1,0,Mrs,2,3,0
1,48.0,0,7.8542,0,0,Mrs,2,3,0
1,38.0,0,0.0,0,0,Royalty,2,1,0
1,21.0,0,16.1,0,0,Mrs,2,3,0
1,61.0,0,33.5,0,0,Mrs,2,1,0
1,29.69911764705882,0,7.8958,0,0,Mrs,2,3,0
0,2.0,1,12.2875,0,1,Miss,2,3,1
1,29.69911764705882,0,42.4,0,0,Mrs,2,1,0
1,28.5,0,7.2292,0,0,Mrs,0,3,0
1,29.69911764705882,0,25.925,0,0,Mrs,2,1,0
1,30.0,1,16.1,1,0,Mrs,2,3,0
1,29.69911764705882,0,26.55,0,0,Mrs,2,1,0
1,29.69911764705882,0,7.8958,0,0,Mrs,2,3,0
1,24.0,0,7.7958,0,0,Mrs,2,3,0
0,18.0,0,7.775,0,0,Miss,2,3,0
1,25.0,1,17.8,1,0,Mrs,2,3,0
0,33.0,1,53.1,1,0,Mrs,2,1,1
1,80.0,0,30.0,0,0,Mrs,2,1,1
0,18.0,4,262.375,2,2,Miss,0,1,1
1,1.0,7,46.9,5,2,Master,2,3,0
0,33.0,2,26.0,0,2,Mrs,2,2,1
1,21.0,0,7.25,0,0,Mrs,2,3,0
1,29.69911764705882,0,8.4583,0,0,Mrs,1,3,0
1,19.0,0,7.775,0,0,Mrs,2,3,0
1,36.0,0,40.125,0,0,Mrs,0,1,0
1,25.0,0,0.0,0,0,Mrs,2,3,1
1,16.0,0,7.775,0,0,Mrs,2,3,0
0,32.0,2,15.5,1,1,Mrs,1,3,0
1,24.0,0,13.0,0,0,Mrs,2,2,0
1,29.69911764705882,0,7.8958,0,0,Mrs,2,3,0
1,29.69911764705882,10,69.55,8,2,Master,2,3,0
1,17.0,0,8.6625,0,0,Mrs,2,3,0
1,43.0,2,26.25,1,1,Mrs,2,2,0
1,23.0,0,13.0,0,0,Mrs,2,2,0
1,46.0,1,61.175,1,0,Mrs,2,1,0
1,29.69911764705882,1,19.9667,1,0,Mrs,2,3,0
0,30.0,0,93.5,0,0,Miss,2,1,1
1,24.5,0,8.05,0,0,Mrs,2,3,0
0,35.0,0,512.3292,0,0,Miss,0,1,1
0,44.0,1,57.9792,0,1,Mrs,0,1,1
1,33.0,0,7.775,0,0,Mrs,2,3,0
1,29.69911764705882,0,15.05,0,0,Mrs,0,2,0
1,29.69911764705882,0,7.75,0,0,Mrs,1,3,0
0,17.0,1,108.9,1,0,Mrs,0,1,1
1,36.0,1,512.3292,0,1,Mrs,0,1,1
1,1.0,5,39.6875,4,1,Master,2,3,0
1,28.0,0,56.4958,0,0,Mrs,2,3,0
1,19.0,5,263.0,3,2,Mrs,2,1,0
1,29.69911764705882,0,0.0,0,0,Mrs,2,2,0
1,54.0,0,51.8625,0,0,Mrs,2,1,0
1,66.0,0,10.5,0,0,Mrs,2,2,0
0,16.0,0,7.7333,0,0,Miss,1,3,1
1,16.0,0,8.05,0,0,Mrs,2,3,1
1,29.69911764705882,0,7.3125,0,0,Mrs,2,3,0
1,61.0,0,32.3208,0,0,Mrs,2,1,0
1,29.69911764705882,0,7.75,0,0,Mrs,1,3,0
0,23.0,5,263.0,3,2,Miss,2,1,1
0,29.69911764705882,4,25.4667,3,1,Miss,2,3,0
0,8.0,2,26.25,0,2,Miss,2,2,1
0,29.69911764705882,0,7.75,0,0,Miss,1,3,0
1,29.69911764705882,2,21.6792,2,0,Mrs,0,3,0
1,58.0,0,29.7,0,0,Mrs,0,1,0
1,56.0,0,30.6958,0,0,Mrs,0,1,0
0,29.69911764705882,0,79.2,0,0,Mrs,0,1,1
1,0.8300000000000001,2,18.75,1,1,Master,2,2,1
1,29.69911764705882,0,7.8958,0,0,Mrs,0,3,0
1,0.8300000000000001,2,29.0,0,2,Master,2,2,1
1,21.0,0,7.7333,0,0,Mrs,1,3,0
1,30.0,0,8.05,0,0,Mrs,2,3,0
1,71.0,0,34.6542,0,0,Mrs,0,1,0
1,16.0,0,9.5,0,0,Mrs,2,3,0
1,29.69911764705882,1,24.15,1,0,Mrs,1,3,0
1,29.69911764705882,3,23.45,1,2,Mrs,2,3,0
1,19.0,0,6.75,0,0,Mrs,1,3,0
0,4.0,2,22.025,0,2,Miss,2,3,1
0,39.0,2,79.65,1,1,Mrs,2,1,1
1,29.69911764705882,0,7.2292,0,0,Mrs,0,3,1
1,29.69911764705882,4,25.4667,3,1,Master,2,3,0
1,34.0,0,26.55,0,0,Mrs,2,1,1
1,37.0,1,53.1,1,0,Mrs,2,1,0
0,29.0,2,15.2458,0,2,Mrs,0,3,1
1,30.0,0,8.05,0,0,Mrs,2,3,0
1,48.0,1,76.7292,1,0,Mrs,0,1,1
1,37.0,1,29.7,0,1,Mrs,0,1,0
0,24.0,0,69.3,0,0,Miss,0,1,1
0,31.0,2,164.8667,0,2,Miss,2,1,1
1,26.0,0,7.775,0,0,Mrs,2,3,0
0,29.69911764705882,4,25.4667,3,1,Miss,2,3,0
0,15.0,1,14.4542,1,0,Mrs,0,3,1
1,24.0,0,7.1417,0,0,Mrs,2,3,1
1,29.69911764705882,0,8.05,0,0,Mrs,2,3,0
1,36.0,1,15.55,1,0,Mrs,2,3,0
1,25.0,0,7.05,0,0,Mrs,2,3,0
1,39.0,0,0.0,0,0,Mrs,2,1,0
0,18.0,1,227.525,1,0,Mrs,0,1,1
0,18.0,1,23.0,0,1,Miss,2,2,1
1,29.69911764705882,0,7.8958,0,0,Mrs,2,3,0
0,42.0,0,227.525,0,0,Miss,0,1,1
1,28.0,0,7.8958,0,0,Mrs,2,3,0
1,17.0,0,8.6625,0,0,Mrs,2,3,0
1,4.0,5,29.125,4,1,Master,1,3,0
0,40.0,2,134.5,1,1,Mrs,0,1,1
1,8.0,5,29.125,4,1,Master,1,3,0
1,50.0,0,13.0,0,0,Mrs,2,2,0
1,29.0,0,30.0,0,0,Mrs,2,1,0
1,28.0,0,35.5,0,0,Mrs,2,1,1
1,40.5,2,14.5,0,2,Mrs,2,3,0
1,45.5,0,7.225,0,0,Mrs,0,3,0
1,35.0,0,7.05,0,0,Mrs,2,3,0
1,29.69911764705882,0,56.4958,0,0,Mrs,2,3,1
0,36.0,1,17.4,1,0,Mrs,2,3,1
1,29.69911764705882,0,56.4958,0,0,Mrs,2,3,1
1,35.0,0,512.3292,0,0,Mrs,0,1,1
1,20.0,0,8.05,0,0,Mrs,2,3,0
1,28.0,1,82.1708,1,0,Mrs,0,1,0
1,9.0,2,20.525,0,2,Master,2,3,1
0,39.0,1,55.9,1,0,Mrs,2,1,1
1,20.0,0,8.6625,0,0,Mrs,2,3,0
0,0.75,3,19.2583,2,1,Miss,0,3,1
1,29.69911764705882,0,7.75,0,0,Mrs,1,3,0
1,18.0,2,20.2125,1,1,Mrs,2,3,0
0,34.0,0,13.0,0,0,Miss,2,2,1
0,18.0,0,6.75,0,0,Miss,1,3,0
1,29.69911764705882,0,8.05,0,0,Mrs,2,3,0
1,19.0,0,8.05,0,0,Mrs,2,3,1
1,17.0,1,7.0542,1,0,Mrs,2,3,0
1,35.0,0,10.5,0,0,Mrs,2,2,0
1,23.0,0,7.8958,0,0,Mrs,2,3,0
1,29.69911764705882,0,7.8958,0,0,Mrs,2,3,0
1,29.69911764705882,0,0.0,0,0,Mrs,2,2,0
1,31.0,2,26.25,1,1,Mrs,2,2,0
1,36.0,3,27.75,1,2,Mrs,2,2,0
1,22.0,0,7.7958,0,0,Mrs,2,3,0
0,29.69911764705882,2,23.25,2,0,Miss,1,3,1
1,26.0,1,7.8542,1,0,Mrs,2,3,0
1,30.0,0,7.25,0,0,Mrs,2,3,0
1,21.0,0,7.8542,0,0,Mrs,2,3,0
0,23.0,1,113.275,1,0,Miss,0,1,1
1,17.0,2,110.8833,0,2,Mrs,0,1,1
1,30.0,0,13.0,0,0,Mrs,2,2,0
1,49.0,1,56.9292,1,0,Royalty,0,1,1
1,29.69911764705882,0,26.55,0,0,Mrs,2,1,1
1,27.0,1,53.1,1,0,Mrs,2,1,1
0,21.0,0,7.75,0,0,Miss,1,3,0
0,23.0,0,7.925,0,0,Miss,2,3,0
1,60.0,2,39.0,1,1,Mrs,2,2,0
0,25.0,1,7.925,1,0,Miss,2,3,0
0,40.0,1,9.475,1,0,Mrs,2,3,0
1,29.69911764705882,0,8.6625,0,0,Mrs,2,3,0
0,41.0,2,20.2125,0,2,Mrs,2,3,0
0,21.0,0,7.65,0,0,Miss,2,3,1
1,18.0,1,6.4958,1,0,Mrs,2,3,0
1,18.0,0,13.0,0,0,Mrs,2,2,0
0,29.69911764705882,10,69.55,8,2,Miss,2,3,0
1,11.0,0,18.7875,0,0,Mrs,0,3,0
0,27.0,1,12.475,0,1,Mrs,2,3,1
1,36.0,0,0.0,0,0,Mrs,2,3,0
1,29.69911764705882,0,0.0,0,0,Mrs,2,1,0
0,29.69911764705882,0,7.7333,0,0,Miss,1,3,1
0,30.0,0,12.475,0,0,Miss,2,3,1
1,29.69911764705882,0,0.0,0,0,Mrs,2,2,0
1,29.69911764705882,0,14.5,0,0,Mrs,2,3,0
1,47.0,0,7.25,0,0,Mrs,2,3,0
1,49.0,1,89.1042,1,0,Mrs,0,1,1
1,47.0,0,15.0,0,0,Mrs,2,2,0
1,29.69911764705882,0,7.225,0,0,Mrs,0,3,0
1,52.0,0,13.0,0,0,Mrs,2,2,0
1,26.0,1,14.4542,1,0,Mrs,0,3,0
0,37.0,0,9.5875,0,0,Miss,2,3,0
1,27.0,0,13.0,0,0,Mrs,2,2,0
1,70.0,2,71.0,1,1,Officer,2,1,0
0,34.0,2,32.5,1,1,Mrs,2,2,1
1,21.0,0,8.6625,0,0,Mrs,2,3,0
0,32.0,0,13.0,0,0,Mrs,2,2,1
0,36.0,0,13.0,0,0,Mrs,2,2,1
1,21.0,0,7.7958,0,0,Mrs,2,3,1
1,6.0,1,12.475,0,1,Master,2,3,1
1,62.0,0,26.55,0,0,Mrs,2,1,0
0,56.0,1,83.1583,0,1,Mrs,0,1,1
0,29.69911764705882,1,55.0,0,1,Mrs,2,1,1
0,44.0,0,27.7208,0,0,Mrs,0,1,1
1,52.0,0,30.5,0,0,Officer,2,1,1
1,19.0,0,7.8958,0,0,Mrs,2,3,0
1,1.0,2,37.0042,0,2,Master,0,2,1
1,26.0,0,30.0,0,0,Mrs,0,1,1
1,71.0,0,49.5042,0,0,Mrs,0,1,0
1,28.0,0,47.1,0,0,Mrs,2,1,0
0,29.69911764705882,0,7.6292,0,0,Miss,1,3,0
1,33.0,0,8.6542,0,0,Mrs,2,3,0
1,21.0,0,7.925,0,0,Mrs,2,3,0
1,51.0,0,12.525,0,0,Officer,2,2,0
1,30.0,0,13.0,0,0,Mrs,2,2,0
1,29.69911764705882,0,52.0,0,0,Mrs,2,1,0
1,29.69911764705882,0,7.225,0,0,Mrs,0,3,0
1,0.92,3,151.55,1,2,Master,2,1,1
1,29.69911764705882,0,13.8625,0,0,Mrs,0,2,1
1,54.0,1,26.0,1,0,Officer,2,2,0
0,18.0,2,13.0,0,2,Miss,2,2,1
1,29.0,1,7.0458,1,0,Mrs,2,3,0
1,28.0,0,22.525,0,0,Mrs,2,3,0
0,29.69911764705882,1,15.5,1,0,Mrs,1,3,1
1,29.69911764705882,0,7.7375,0,0,Mrs,1,3,0
1,50.0,1,55.9,1,0,Mrs,2,1,0
0,24.0,5,263.0,3,2,Miss,2,1,1
1,32.0,0,30.5,0,0,Officer,0,1,1
1,47.0,0,52.0,0,0,Mrs,2,1,0
0,31.0,0,8.6833,0,0,Mrs,2,3,1
1,59.0,0,13.5,0,0,Mrs,2,2,0
0,49.0,1,76.7292,1,0,Mrs,0,1,1
1,40.0,2,15.5,1,1,Mrs,1,3,0
0,38.0,0,13.0,0,0,Miss,2,2,0
1,47.0,0,34.0208,0,0,Mrs,2,1,0
0,47.0,2,52.5542,1,1,Mrs,2,1,1
0,52.0,1,78.2667,1,0,Mrs,0,1,1
1,20.0,1,7.925,1,0,Mrs,2,3,1
1,30.0,0,7.2292,0,0,Mrs,0,3,0
1,18.0,0,8.05,0,0,Mrs,2,3,1
1,28.0,0,9.5,0,0,Mrs,2,3,0
0,35.0,1,52.0,1,0,Mrs,2,1,1
0,50.0,1,247.5208,0,1,Mrs,0,1,1
0,27.0,2,11.1333,0,2,Mrs,2,3,1
1,60.0,0,26.55,0,0,Officer,2,1,0
1,22.0,0,7.125,0,0,Mrs,2,3,0
1,42.0,1,52.0,1,0,Mrs,2,1,0
1,34.0,0,13.0,0,0,Mrs,2,2,0
0,52.0,2,93.5,1,1,Mrs,2,1,1
1,16.0,0,9.2167,0,0,Mrs,2,3,0
1,25.0,1,91.0792,1,0,Mrs,0,1,1
1,57.0,0,12.35,0,0,Officer,1,2,0
1,27.0,0,76.7292,0,0,Mrs,0,1,1
1,36.0,0,7.8958,0,0,Mrs,2,3,0
0,45.0,1,14.4542,0,1,Mrs,0,3,0
1,28.0,1,33.0,0,1,Officer,2,2,0
0,50.0,0,10.5,0,0,Miss,2,2,1
0,24.0,0,13.0,0,0,Miss,2,2,1
1,25.0,0,7.225,0,0,Mrs,0,3,0
0,33.0,0,86.5,0,0,Royalty,2,1,1
1,29.69911764705882,0,13.0,0,0,Mrs,2,2,1
0,41.0,0,134.5,0,0,Miss,0,1,1
1,35.0,0,8.05,0,0,Mrs,2,3,0
1,22.0,0,9.0,0,0,Mrs,2,3,0
1,29.69911764705882,0,7.2292,0,0,Mrs,0,3,0
1,21.0,2,73.5,2,0,Mrs,2,2,0
0,53.0,2,51.4792,2,0,Mrs,2,1,1
0,15.0,1,211.3375,0,1,Miss,2,1,1
1,0.42,1,8.5167,0,1,Master,0,3,1
1,37.0,2,52.5542,1,1,Mrs,2,1,1
1,29.69911764705882,0,7.775,0,0,Mrs,2,3,0
1,29.69911764705882,0,14.4583,0,0,Mrs,0,3,0
1,24.0,0,9.5,0,0,Mrs,2,3,0
0,6.0,6,31.275,4,2,Miss,2,3,0
0,16.0,1,57.9792,0,1,Miss,0,1,1
1,34.0,0,8.05,0,0,Mrs,2,3,0
1,29.69911764705882,0,8.05,0,0,Mrs,2,3,0
0,28.0,0,7.8958,0,0,Miss,2,3,0
1,29.69911764705882,0,7.8958,0,0,Mrs,2,3,0
0,60.0,1,75.25,1,0,Mrs,0,1,1
1,29.69911764705882,0,7.75,0,0,Mrs,1,3,0
0,9.0,4,34.375,2,2,Miss,2,3,0
0,18.0,1,9.35,0,1,Mrs,2,3,1
0,10.0,2,24.15,0,2,Miss,2,3,0
1,29.69911764705882,0,7.725,0,0,Mrs,1,3,0
0,5.0,0,12.475,0,0,Miss,2,3,1
1,34.0,1,21.0,1,0,Mrs,2,2,0
0,50.0,0,10.5,0,0,Miss,2,2,1
1,29.0,1,21.0,1,0,Mrs,2,2,0
1,35.0,0,26.2875,0,0,Mrs,2,1,1
1,26.0,0,56.4958,0,0,Mrs,2,3,1
1,29.69911764705882,0,0.0,0,0,Mrs,2,1,0
0,24.0,2,14.5,0,2,Mrs,2,2,1
0,18.0,1,14.4542,0,1,Miss,0,3,0
1,29.69911764705882,1,15.5,1,0,Mrs,1,3,0
0,30.0,0,56.9292,0,0,Miss,0,1,1
0,29.69911764705882,0,7.75,0,0,Miss,1,3,1
0,23.0,0,13.7917,0,0,Mrs,0,2,1
1,25.0,0,13.0,0,0,Mrs,2,2,0
0,22.0,0,7.75,0,0,Miss,2,3,1
0,24.0,1,15.85,1,0,Mrs,2,3,1
0,19.0,2,26.2833,0,2,Miss,2,1,1
1,45.5,0,28.5,0,0,Mrs,2,1,0
1,25.0,1,55.4417,1,0,Mrs,0,1,1
1,19.0,1,53.1,1,0,Mrs,2,1,0
0,29.69911764705882,1,133.65,1,0,Mrs,2,1,1
1,23.0,3,11.5,2,1,Mrs,2,2,0
1,27.0,1,14.4542,1,0,Mrs,0,3,0
1,29.69911764705882,0,26.0,0,0,Mrs,2,1,0
0,13.0,0,7.2292,0,0,Miss,0,3,1
1,11.0,3,120.0,1,2,Master,2,1,1
1,4.0,6,31.275,4,2,Master,2,3,0
1,26.0,0,10.5,0,0,Mrs,2,2,0
1,12.0,1,11.2417,1,0,Master,0,3,1
1,36.0,0,26.3875,0,0,Mrs,2,1,1
0,30.0,0,31.0,0,0,Miss,0,1,1
0,8.0,4,21.075,3,1,Miss,2,3,0
0,29.0,2,10.4625,1,1,Mrs,2,3,0
1,26.0,0,7.8958,0,0,Mrs,2,3,0
0,28.0,2,14.4,1,1,Mrs,2,3,0
1,50.0,1,106.425,1,0,Mrs,0,1,0
0,24.0,1,26.0,1,0,Mrs,2,2,1
0,4.0,1,13.4167,0,1,Miss,0,3,1
0,29.69911764705882,0,7.75,0,0,Miss,1,3,1
0,28.0,0,13.0,0,0,Mrs,2,2,1
1,61.0,0,6.2375,0,0,Mrs,2,3,0
0,39.0,2,83.1583,1,1,Miss,0,1,1
1,29.69911764705882,0,7.75,0,0,Mrs,1,3,0
1,29.69911764705882,0,7.75,0,0,Mrs,1,3,1
1,29.0,0,7.775,0,0,Mrs,2,3,0
1,29.69911764705882,0,7.25,0,0,Mrs,2,3,0
0,29.69911764705882,1,16.1,1,0,Mrs,2,3,1
1,52.0,2,79.65,1,1,Mrs,2,1,0
1,51.0,0,7.75,0,0,Mrs,2,3,0
0,5.0,6,31.3875,4,2,Miss,2,3,1
0,29.69911764705882,2,7.75,0,2,Miss,1,3,0
0,14.0,3,120.0,1,2,Miss,2,1,1
1,52.0,0,13.5,0,0,Mrs,2,2,0
1,36.0,0,13.0,0,0,Mrs,2,2,0
0,36.0,0,13.0,0,0,Miss,2,2,1
1,33.0,0,9.5,0,0,Mrs,2,3,0
1,20.0,0,7.05,0,0,Mrs,2,3,0
0,50.0,0,28.7125,0,0,Miss,0,1,0
1,29.0,1,66.6,1,0,Mrs,2,1,0
0,25.0,0,7.775,0,0,Miss,2,3,0
1,36.0,0,26.2875,0,0,Mrs,2,1,1
1,22.0,0,8.05,0,0,Mrs,2,3,0
0,55.0,0,16.0,0,0,Mrs,2,2,1
0,19.0,1,7.8542,1,0,Miss,2,3,1
1,23.5,0,7.2292,0,0,Mrs,0,3,0
1,23.0,0,7.8542,0,0,Mrs,2,3,0
0,19.0,0,30.0,0,0,Miss,2,1,1
1,27.0,0,8.6625,0,0,Mrs,2,3,1
1,20.0,0,7.8542,0,0,Mrs,2,3,0
0,29.69911764705882,0,7.55,0,0,Miss,2,3,0
1,28.0,0,7.7958,0,0,Mrs,2,3,0
1,70.0,0,10.5,0,0,Mrs,2,2,0
1,29.69911764705882,0,8.7125,0,0,Mrs,0,3,0
1,22.0,1,7.25,1,0,Mrs,2,3,0
1,40.0,0,0.0,0,0,Mrs,2,1,0
1,1.0,3,39.0,2,1,Master,2,2,1
0,54.0,1,59.4,1,0,Mrs,0,1,1
0,29.69911764705882,0,12.35,0,0,Miss,1,2,1
1,27.0,0,26.0,0,0,Mrs,2,2,0
0,2.0,1,10.4625,0,1,Miss,2,3,0
1,31.0,0,50.4958,0,0,Mrs,2,1,0
0,4.0,3,39.0,2,1,Miss,2,2,1
1,51.0,0,26.55,0,0,Mrs,2,1,1
1,30.0,0,13.0,0,0,Mrs,2,2,0
0,58.0,0,146.5208,0,0,Miss,0,1,1
1,29.69911764705882,0,227.525,0,0,Mrs,0,1,0
0,48.0,4,34.375,1,3,Mrs,2,3,0
1,29.69911764705882,0,7.8958,0,0,Mrs,2,3,0
1,29.69911764705882,0,8.05,0,0,Mrs,2,3,0
1,32.0,0,7.8958,0,0,Mrs,2,3,0
1,39.0,0,24.15,0,0,Mrs,2,3,0
1,25.0,0,7.25,0,0,Mrs,2,3,0
1,29.69911764705882,0,7.8958,0,0,Mrs,0,3,0
1,11.0,7,46.9,5,2,Master,2,3,0
1,47.0,0,38.5,0,0,Mrs,2,1,0
0,3.0,4,21.075,3,1,Miss,2,3,0
1,29.69911764705882,0,31.0,0,0,Mrs,2,1,0
0,18.0,0,7.4958,0,0,Miss,2,3,1
0,29.69911764705882,0,7.75,0,0,Miss,1,3,1
0,29.69911764705882,0,7.8792,0,0,Miss,1,3,1
1,49.0,2,110.8833,1,1,Mrs,0,1,0
0,54.0,4,23.0,1,3,Mrs,2,2,1
1,39.0,0,13.0,0,0,Mrs,2,2,0
1,29.69911764705882,0,0.0,0,0,Mrs,2,2,0
1,42.0,0,13.0,0,0,Officer,2,2,0
0,14.0,1,30.0708,1,0,Mrs,0,2,1
1,22.0,0,7.2292,0,0,Mrs,0,3,0
0,30.0,0,8.6625,0,0,Miss,2,3,0
1,29.69911764705882,0,7.8958,0,0,Mrs,2,3,0
0,19.0,0,26.0,0,0,Miss,2,2,1
